[2026-09-18T04:14:18.777Z] GET http://localhost:5250/node_modules/@fontsource-variable/instrument-sans/files/instrument-sans-latin-wght-normal.woff2 → 304 (?ms, ?B)
[2026-09-18T04:14:21.793Z] POST http://localhost:5250/login.data → 200 (65ms, 43B)
[2026-09-18T04:14:21.859Z] GET http://localhost:5250/login.data → 200 (5ms, 154B)
[2026-09-18T04:14:25.997Z] POST http://localhost:5250/login.data → 202 (134ms, 117B)
[2026-09-18T04:14:26.132Z] GET http://localhost:5250/__manifest?paths=%2Fwelcome&version=0.7218286195226539 → 200 (4ms, 513B)
[2026-09-18T04:14:26.137Z] GET http://localhost:5250/app/routes/welcome.tsx?import → 200 (4ms, 22093B)
[2026-09-18T04:14:26.137Z] GET http://localhost:5250/welcome.data → 200 (4ms, 45B)
[2026-09-18T04:14:33.127Z] GET http://localhost:5250/gifts → 200 (50ms, 20782B)
[2026-09-18T04:14:33.180Z] GET http://localhost:5250/brand/otesha-logo-light.png → 200 (2ms, 5090B)
[2026-09-18T04:14:33.180Z] GET http://localhost:5250/node_modules/@react-router/dev/dist/config/defaults/entry.client.tsx → 304 (4ms, ?B)
[2026-09-18T04:14:33.180Z] GET http://localhost:5250/app/root.tsx → 304 (8ms, ?B)
[2026-09-18T04:14:33.180Z] GET http://localhost:5250/app/routes/app.layout.tsx → 200 (3ms, 7838B)
[2026-09-18T04:14:33.180Z] GET http://localhost:5250/app/routes/gifts.tsx → pending (?ms, ?B)
[2026-09-18T04:14:33.180Z] GET http://localhost:5250/@react-router/critical.css?pathname=/gifts → pending (?ms, ?B)
[2026-09-18T04:14:33.196Z] GET http://localhost:5250/@id/__x00__virtual:react-router/inject-hmr-runtime → 304 (54ms, ?B)
[2026-09-18T04:14:33.206Z] GET http://localhost:5250/node_modules/@fontsource-variable/instrument-sans/files/instrument-sans-latin-wght-normal.woff2 → 304 (44ms, ?B)
[2026-09-18T04:14:33.207Z] GET http://localhost:5250/@vite/client → 304 (43ms, ?B)
[2026-09-18T04:14:33.207Z] GET http://localhost:5250/@id/__x00__virtual:react-router/hmr-runtime → 304 (47ms, ?B)
[2026-09-18T04:14:33.207Z] GET http://localhost:5250/node_modules/.vite/deps/react-router.js?v=62e8003a → 200 (?ms, 25889B)
[2026-09-18T04:14:33.207Z] GET http://localhost:5250/node_modules/.vite/deps/sonner.js?v=62e8003a → 200 (1ms, 173673B)
[2026-09-18T04:14:33.208Z] GET http://localhost:5250/app/providers/theme.tsx → 304 (46ms, ?B)
[2026-09-18T04:14:33.208Z] GET http://localhost:5250/app/providers/preview.tsx → 304 (47ms, ?B)
[2026-09-18T04:14:33.208Z] GET http://localhost:5250/app/lib/i18n.ts → 304 (47ms, ?B)
[2026-09-18T04:14:33.208Z] GET http://localhost:5250/app/app.css → 304 (47ms, ?B)
[2026-09-18T04:14:33.208Z] GET http://localhost:5250/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=62e8003a → 200 (1ms, 34713B)
[2026-09-18T04:14:33.209Z] GET http://localhost:5250/app/components/shell/AppShell.tsx → 200 (46ms, 8376B)
[2026-09-18T04:14:33.209Z] GET http://localhost:5250/app/providers/sidebar.tsx → 200 (46ms, 10103B)
[2026-09-18T04:14:33.209Z] GET http://localhost:5250/node_modules/.vite/deps/development-VnGdt2rT.js?v=62e8003a → 200 (?ms, 1568277B)
[2026-09-18T04:14:33.209Z] GET http://localhost:5250/node_modules/.vite/deps/rolldown-runtime-DC62tzP2.js?v=62e8003a → 200 (?ms, 7824B)
[2026-09-18T04:14:33.210Z] GET http://localhost:5250/node_modules/.vite/deps/react.js?v=62e8003a → 200 (?ms, 130087B)
[2026-09-18T04:14:33.210Z] GET http://localhost:5250/node_modules/.vite/deps/react-dom.js?v=62e8003a → 200 (?ms, 48830B)
[2026-09-18T04:14:33.251Z] GET http://localhost:5250/node_modules/vite/dist/client/env.mjs → 304 (4ms, ?B)
[2026-09-18T04:14:33.255Z] GET http://localhost:5250/node_modules/.vite/deps/@radix-ui_react-dialog.js?v=62e8003a → 200 (?ms, 38470B)
[2026-09-18T04:14:33.256Z] GET http://localhost:5250/node_modules/.vite/deps/lucide-react.js?v=62e8003a → 200 (?ms, 3803486B)
[2026-09-18T04:14:33.256Z] GET http://localhost:5250/node_modules/.vite/deps/react-i18next.js?v=62e8003a → 200 (?ms, 185055B)
[2026-09-18T04:14:33.256Z] GET http://localhost:5250/app/components/shell/Sidebar.tsx → 200 (10ms, 17707B)
[2026-09-18T04:14:33.256Z] GET http://localhost:5250/app/components/shell/Topbar.tsx → 200 (10ms, 7412B)
[2026-09-18T04:14:33.258Z] GET http://localhost:5250/app/components/shell/MobileNav.tsx → 200 (9ms, 10829B)
[2026-09-18T04:14:33.258Z] GET http://localhost:5250/app/components/shell/nav-config.ts → 200 (9ms, 6649B)
[2026-09-18T04:14:33.258Z] GET http://localhost:5250/app/lib/utils.ts → 304 (9ms, ?B)
[2026-09-18T04:14:33.258Z] GET http://localhost:5250/node_modules/.vite/deps/i18next.js?v=62e8003a → 200 (?ms, 255810B)
[2026-09-18T04:14:33.258Z] GET http://localhost:5250/node_modules/.vite/deps/i18next-browser-languagedetector.js?v=62e8003a → 200 (1ms, 41461B)
[2026-09-18T04:14:33.260Z] GET http://localhost:5250/app/locales/en/index.ts → 304 (28ms, ?B)
[2026-09-18T04:14:33.260Z] GET http://localhost:5250/app/locales/sw/index.ts → 304 (8ms, ?B)
[2026-09-18T04:14:33.260Z] GET http://localhost:5250/node_modules/.vite/deps/react_jsx-runtime.js?v=62e8003a → 200 (?ms, 35787B)
[2026-09-18T04:14:33.260Z] GET http://localhost:5250/node_modules/.vite/deps/dist-DU8d7h_C.js?v=62e8003a → 200 (?ms, 133080B)
[2026-09-18T04:14:33.260Z] GET http://localhost:5250/node_modules/.vite/deps/es2015-Dmu7Yces.js?v=62e8003a → 200 (?ms, 163122B)
[2026-09-18T04:14:33.262Z] GET http://localhost:5250/app/components/commercial/GiftCodeReceipt.tsx → 200 (32ms, 20921B)
[2026-09-18T04:14:33.265Z] GET http://localhost:5250/app/components/ui/button.tsx → 304 (23ms, ?B)
[2026-09-18T04:14:33.265Z] GET http://localhost:5250/app/components/ui/card.tsx → 200 (4ms, 5879B)
[2026-09-18T04:14:33.265Z] GET http://localhost:5250/app/components/ui/field.tsx → 304 (23ms, ?B)
[2026-09-18T04:14:33.265Z] GET http://localhost:5250/app/components/ui/input.tsx → 304 (23ms, ?B)
[2026-09-18T04:14:33.265Z] GET http://localhost:5250/app/components/ui/misc.tsx → 200 (23ms, 15330B)
[2026-09-18T04:14:33.266Z] GET http://localhost:5250/app/components/shell/UserMenu.tsx → 200 (24ms, 24190B)
[2026-09-18T04:14:33.266Z] GET http://localhost:5250/app/components/ui/tooltip.tsx → 200 (23ms, 5952B)
[2026-09-18T04:14:33.267Z] GET http://localhost:5250/node_modules/.vite/deps/clsx.js?v=62e8003a → 200 (?ms, 1992B)
[2026-09-18T04:14:33.268Z] GET http://localhost:5250/node_modules/.vite/deps/tailwind-merge.js?v=62e8003a → 200 (?ms, 286826B)
[2026-09-18T04:14:33.268Z] GET http://localhost:5250/app/locales/sw/auth.ts → 304 (21ms, ?B)
[2026-09-18T04:14:33.268Z] GET http://localhost:5250/app/locales/sw/common.ts → 304 (21ms, ?B)
[2026-09-18T04:14:33.268Z] GET http://localhost:5250/app/locales/sw/nav.ts → 304 (21ms, ?B)
[2026-09-18T04:14:33.268Z] GET http://localhost:5250/app/locales/sw/catalogue.ts → 304 (22ms, ?B)
[2026-09-18T04:14:33.268Z] GET http://localhost:5250/app/locales/sw/trees.ts → 304 (22ms, ?B)
[2026-09-18T04:14:33.268Z] GET http://localhost:5250/app/locales/sw/commercial.ts → 304 (22ms, ?B)
[2026-09-18T04:14:33.268Z] GET http://localhost:5250/app/locales/sw/checkout.ts → 304 (22ms, ?B)
[2026-09-18T04:14:33.268Z] GET http://localhost:5250/app/locales/sw/orders.ts → 304 (23ms, ?B)
[2026-09-18T04:14:33.294Z] GET http://localhost:5250/app/locales/en/auth.ts → 304 (1ms, ?B)
[2026-09-18T04:14:33.294Z] GET http://localhost:5250/app/locales/en/common.ts → 304 (1ms, ?B)
[2026-09-18T04:14:33.294Z] GET http://localhost:5250/app/locales/en/nav.ts → 304 (1ms, ?B)
[2026-09-18T04:14:33.294Z] GET http://localhost:5250/app/locales/en/catalogue.ts → 304 (1ms, ?B)
[2026-09-18T04:14:33.294Z] GET http://localhost:5250/app/locales/en/trees.ts → 304 (1ms, ?B)
[2026-09-18T04:14:33.294Z] GET http://localhost:5250/app/locales/en/commercial.ts → 304 (1ms, ?B)
[2026-09-18T04:14:33.294Z] GET http://localhost:5250/app/locales/en/checkout.ts → 304 (2ms, ?B)
[2026-09-18T04:14:33.294Z] GET http://localhost:5250/app/locales/en/orders.ts → 304 (2ms, ?B)
[2026-09-18T04:14:33.294Z] GET http://localhost:5250/node_modules/.vite/deps/@radix-ui_react-tooltip.js?v=62e8003a → 200 (2ms, 66129B)
